Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,issue,DocumentURL,startPage,FindACopy,Database
LITTLE EYOLF.,"It is a coincidence of no little interest, as illustrating a tendency of the time, that while Ibsen was writing in Norway his newest drama, Little Eyolf, Margaret Deland was publishing in the Atlantic her novel, Philip and his Wife, whose scene of action is Southern Pennsylvania. Not that the two are alike in anything more than essential facts, but the problem presented is inherently the same--the problem of a loveless marriage and the ultimate realization to husband and wife of its hopelessness for both.",124758986,Magazines," Carpenter, William H
William
William H Carpenter
Carpenter
H
William H Carpenter", Copyright American Periodicals Series III Feb 1895," 426560971 , 5790072 , 41364", review, Feb 1895, English, English,, New York,Feb 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,1,http://search.proquest.com/docview/124758986?accountid=14709, 39,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=LITTLE+EYOLF.&amp;rft.au=Carpenter%2C+William+H&amp;rft.aulast=Carpenter&amp;rft.aufirst=William&amp;rft.date=1895-02-01&amp;rft.volume=1&amp;rft.issue=1&amp;rft.spage=39&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Literary,"Institutes of the Christian Religion. By Emanuel V. Gerhart, D. D., LL. D., Professor of Systematic and Practical Theology in the Theological Seminary of the Reformed Church, Lancaster, Pa. Vol. II. In 1891 the first volume of this able and scholarly treatise was issued and was appropriately noticed in our columns. The present volume completes the work, treating of the Adamic race; Jesus Christ; the Holy Spirit; Personal Salvation, and the Last Things.",136248521,Magazines,," Copyright American Periodicals Series II Feb 21, 1895"," 758307942 , 7444092 , 41879", review," Feb 21, 1895", English, English, 235, New York,"Feb 21, 1895",New York Observer and Chronicle (1833-1912),1895,73,8,http://search.proquest.com/docview/136248521?accountid=14709, 235,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Observer+and+Chronicle+%281833-1912%29&amp;rft.atitle=Literary&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-02-21&amp;rft.volume=73&amp;rft.issue=8&amp;rft.spage=235&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Observer+and+Chronicle+%281833-1912%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 14 -- No Title,"The latest accession to the Unknown Library is from a well-known writer of, ""mystery"" tales, which one and all show the same constructive hand at work, with a slight variation of detail in the evolution of plot and the analysis of crime. Of all the mysterious stories that Mr.",124754377,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388261 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754377?accountid=14709, 118,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+14+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=118&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE THIRD FOOTE SALE.,"The sale of the third portion of the library of Mr. Charles B. Foote of New York took place in Bangs' auction-rooms on the afternoon of February 20th. The collection offered was an interesting one, though the books were not of a character to bring the very high prices realised by those of the January sale. It was made up-for the most part of first editions of very recent authors, some of the volumes which brought the highest prices being books which are artificially rare for the reason that but very few conies were printed.",124754788,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388081 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754788?accountid=14709, 133,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+THIRD+FOOTE+SALE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=133&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 3 -- No Title,"Stephen Allard escaped out of the drudgery of working life for a year, to ""take sanctuary among the hills,"" his purpose being to review life, and judge of its possibilities and vanities, in peace and at leisure. He sets about his task with great method, setting down seriatim all the accusations against life and examining them, and afterward the remedies and consolations that have been suggested, and examining these in their turn.",124754853,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388141 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754853?accountid=14709, 126,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+3+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=126&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
SLUM STORIES.,"For one thing, if for no other, these two volumes of short stories are remarkable; they have dared to overleap the ""barbed-wire fence"" which separates the nice people of our literary Vanity Fair from the low life of the great Unwashed, and to draw on the slums for their material.",124754887,Magazines," J M
J M", Copyright American Periodicals Series III Mar 1895," 427388331 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754887?accountid=14709, 110,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=SLUM+STORIES.&amp;rft.au=J+M&amp;rft.aulast=J+M&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=110&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BOOKMAN BREVITIES.,"Under the title Five Lectures on Shakespeare, Messrs. Henry Holt and Co. publish some very suggestive and lucid criticisms by Dr. Ten Brink, excellently translated by Julia Hamilton. It deals with the principal characteristics of Shakespeare, the chronology of his works, and a consideration of his genius as a dramatist, as a comic poet, and as a writer of tragedy.",124754940,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388111 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754940?accountid=14709, 128,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BOOKMAN+BREVITIES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=128&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 5 -- No Title,"M. Crosnier de Varigny knows very much more about the United States than the authors of most books that depict our people and our institutions, since he was a resident of this country for nearly twelve years, or four times as long as the redoubtable Mrs. Trollope. Nevertheless, an American will scarcely go to him for political or social instruction.",124754986,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388161 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124754986?accountid=14709, 124,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=124&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 12 -- No Title,"One of the most remarkable signs of the times is the advent of the reporter into suburban literature. Not that many arrive within the gates of the Eternal City itself, for strait is the gate and narrow is the way, and few there be that enter in. For the most part the literary product of the pressman is a sort of glorified journalism, which oftentimes bedecks itself with the borrowed plumes of literature.",124755014,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388241 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755014?accountid=14709, 119,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+12+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=119&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
DEAN CHURCH.,"This is an admirable and most interesting biography. Dean Church, although he had strong views, and never shrank from expressing them, had no enemies, and one might almost say no critics. The notes of moral beauty in his character were so unmistakable that he conciliated men of all opinions.",124755038,Magazines," W R N
W R N", Copyright American Periodicals Series III Mar 1895," 427388321 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755038?accountid=14709, 112,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=DEAN+CHURCH.&amp;rft.au=W+R+N&amp;rft.aulast=W+R+N&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=112&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 15 -- No Title,"Mr. McCarthy has been accused of producing another replica of a certain London legend which has already been attempted, for good or evil we say not, in Mr. Benson's Dodo. Indeed, the title of the English edition of this novel, A London Legend, is nearer the mark. Variety of sensation, spiced with incidents of every complexion from the antique and modern worlds, bristles throughout the book and exercises an excitation of nervous tissue not always healthy, but courted by sufferers from cnnui.",124755073,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388271 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755073?accountid=14709, 117,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+15+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=117&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 8 -- No Title,"In striking off Noemi after The Deserts of Southern France Mr. Gould is guilty of killing two birds with one stone. To change the metaphor, which is not a happy one, the student of research has thrown his professional toga aside with the publication of his investigations in Aquitania, and has taken relaxation in a novel grounded on material furnished by his sojourn in the land of the Aquitanes.",124755125,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388201 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755125?accountid=14709, 122,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+8+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=122&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 1 -- No Title,"Even the most inveterate globe-trotter, after reading Mr. Savage-Landor's charming book, will hesitate a long time before including Corea in any future itinerary. The country whose capital city has streets of indescribable filthiness, a temperature in the vicinity of 60 degrees below zero, hotels that regale the traveller on raw fish and meat in various stages of putridity, and in which tigers prowl about at night, seems hardly to justify its poetical and Oriental title ""Land of the Morning Calm.",124755943,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388121 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755943?accountid=14709, 127,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+1+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=127&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 11 -- No Title,"Among a batch of novels which arrived the other evening for critical vivisection, something tempting in the title and in the look of the opening sentences of The Honour of Savelli elected that novel to the privilege of precedence. As a further bait to a jaded appetite consequent on a week's dull reading, the novel in question purported to be written after the manner of Mr.",124755993,Magazines,, Copyright American Periodicals Series III Mar 1895," 427388231 , 5798022 , 41364", review, Mar 1895, English, English,, New York,Mar 1895,The Bookman; a Review of Books and Life (1895-1933),1895,1,2,http://search.proquest.com/docview/124755993?accountid=14709, 120,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+11+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-03-01&amp;rft.volume=1&amp;rft.issue=2&amp;rft.spage=120&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
