Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issue,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,startPage,FindACopy,Database
Review 5 -- No Title,"THIS last volume of Van Gogh's letters opens with a note written to his brother Theo on Van Gogh's return to Paris from Antwerp in the spring of 1889. It closes with an unfinished letter found on him when he tried to kill himself in the summer of 1890. The bulk of the book is taken up with the letters written during the three rich years at Arles, and the harassed time that followed until his death on July 29, 1890.",124734104,Magazines," Deutsch, Babette
Babette
Babette Deutsch
Deutsch
BABETTE DEUTSCH", Copyright American Periodicals Series III Jan 1930," 429488581 , 5813992 , 41364", review, Jan 1930,5, English, English, New York,Jan 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124734104?accountid=14709, 572,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=Deutsch%2C+Babette&amp;rft.aulast=Deutsch&amp;rft.aufirst=Babette&amp;rft.date=1930-01-01&amp;rft.volume=70&amp;rft.issue=5&amp;rft.spage=572&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Fiction,,124734191,Magazines,, Copyright American Periodicals Series III Jan 1930," 429488941 , 5813992 , 41364", review, Jan 1930,5, English, English, New York,Jan 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124734191?accountid=14709, XIII,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Fiction&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-01-01&amp;rft.volume=70&amp;rft.issue=5&amp;rft.spage=XIII&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 1 -- No Title,"THIS BOOK is the result of a lecture which Virginia Woolf delivered at Cambridge, before a gathering of college women, upon the comprehensive and somewhat indefinite topic ""Women and Fiction"". The title, as Mrs. Woolf indicates, might mean anything--""it might mean women and what they are like; or it might mean women and the fiction that they write; or it might mean women and the fiction that is written about them; or it might mean that somehow all three are inextricably mixed together.",124730422,Magazines," Wallace, Margaret
Margaret
Margaret Wallace
Wallace
MARGARET WALLACE", Copyright American Periodicals Series III Feb 1930," 426831341 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124730422?accountid=14709, 687,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+1+--+No+Title&amp;rft.au=Wallace%2C+Margaret&amp;rft.aulast=Wallace&amp;rft.aufirst=Margaret&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=687&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 19 -- No Title,"THE theme of False Spring has already been worn quite threadbare; but Beatrice Kean Seymour writes with so much tact and earnestness that our perception of her fundamental triteness is nearly obscured. Essentially, she is concerned with the double standard of sexual morality, and with the effect upon a woman's life of a breach of the conventional code.",124730454,Magazines,, Copyright American Periodicals Series III Feb 1930," 426831691 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124730454?accountid=14709, 671,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+19+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=671&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 9 -- No Title,"DAMPIER, explorer, buccaneer, hydrographer, diarist, is on the tapis again and under interrogation by Clennell Wilkinson. His several voyages around the world, his adventures as a hardwood-cutter in Campeachy Bay, the voyage of the Roebuck and subsequent court martial, and the final voyages as a pilot with Woodes Rogers, come under the author's research to determine what sort of man this Dampier was, as well as can be judged by a discerning analysis of the man's own writings and the records of contemporaries.",124731081,Magazines," Roe, Robert L
Robert
Robert L Roe
Roe
L
ROBERT L ROE", Copyright American Periodicals Series III Feb 1930," 426831501 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731081?accountid=14709, 678,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+9+--+No+Title&amp;rft.au=Roe%2C+Robert+L&amp;rft.aulast=Roe&amp;rft.aufirst=Robert&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=678&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 11 -- No Title,QUITE SUDDENLY out of the clear blue come these two goodly-sized biographies of one of the most bewildering and intelligent monsters that Russia ever produced. It is safe to say that the general reader will have very little previous knowledge of Peter the Great. The name may be dimly familiar. A few students may know that Peter's second wife was that Catherine who became Empress of all the Russias.,124731116,Magazines," Gorman, Herbert
Herbert
Herbert Gorman
Gorman
HERBERT GORMAN", Copyright American Periodicals Series III Feb 1930," 426831541 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731116?accountid=14709, 676,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+11+--+No+Title&amp;rft.au=Gorman%2C+Herbert&amp;rft.aulast=Gorman&amp;rft.aufirst=Herbert&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=676&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 3 -- No Title,"SOMETHING has been accomplished in this book that has been considerably needed for many years. Mr. Kreymborg has, with complete success, outlined the growth of American poetry, from its first days till 1930.",124731379,Magazines," CONKLIN, GROFF
GROFF
GROFF CONKLIN
CONKLIN
GROFF CONKLIN", Copyright American Periodicals Series III Feb 1930," 426831361 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731379?accountid=14709, 685,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+3+--+No+Title&amp;rft.au=CONKLIN%2C+GROFF&amp;rft.aulast=CONKLIN&amp;rft.aufirst=GROFF&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=685&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 15 -- No Title,,124731424,Magazines,, Copyright American Periodicals Series III Feb 1930," 426831611 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731424?accountid=14709, 674,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+15+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=674&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 4 -- No Title,"LESS straining for effect and better selection of pertinent fact would have greatly aided this rather inchoate account of an eighteenthcentury friendship. Anna de Koven apparently thought, by a brief analysis of their ancestry, environment and correspondence, to explain the strange relationship that was formed between Horace Walpole at the age of fifty and the blind Madame du Deffand, aged seventy, and that continued until her death many years later.",124731596,Magazines," Meade, Norah
Norah
Norah Meade
Meade
NORAH MEADE", Copyright American Periodicals Series III Feb 1930," 426831381 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731596?accountid=14709, 685,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+4+--+No+Title&amp;rft.au=Meade%2C+Norah&amp;rft.aulast=Meade&amp;rft.aufirst=Norah&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=685&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 10 -- No Title,,124731628,Magazines,, Copyright American Periodicals Series III Feb 1930," 426831521 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731628?accountid=14709, 677,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+10+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=677&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 16 -- No Title,"A LARGE number of European writers seem recently to have been visited by a sort of spiritual Locarno. There has been much moral cleansing, much calling out for apostolic Christianity, much apotheosizing of simple goodness and a clear conscience. Only the other day, for example, Franz Werfel, known here as the author of Class Reunion and Maximilian and Juarez, produced an eight-hundred-page panoramic novel entitled Barbara which is, in essence, a passionate return to the unreflecting piety of the heart and a complete denial of the intellectual as well as social values of our day.",124731667,Magazines," Fadiman, Clifton P
Clifton
Clifton P Fadiman
Fadiman
P
CLIFTON P FADIMAN", Copyright American Periodicals Series III Feb 1930," 426831641 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731667?accountid=14709, 672,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+16+--+No+Title&amp;rft.au=Fadiman%2C+Clifton+P&amp;rft.aulast=Fadiman&amp;rft.aufirst=Clifton&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=672&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
A VARIED SHELF,"USING the technique made familiar to the readers of the remarkable Tietjens tetralogy, four novels which are still a long way from the appreciation they deserve from the discriminating public, Mr. Ford has written in No Enemy an odd chapter of autobiography. The book covers the years of the war, when the author wore the uniform of His Britannic Majesty; its reach is backward into the years that preceded the outbreak of the struggle and forward into the years that have followed.",124731679,Magazines," Brickell, Herschel
Herschel
Herschel Brickell
Brickell
HERSCHEL BRICKELL", Copyright American Periodicals Series III Feb 1930," 426831391 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731679?accountid=14709, 684,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=A+VARIED+SHELF&amp;rft.au=Brickell%2C+Herschel&amp;rft.aulast=Brickell&amp;rft.aufirst=Herschel&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=684&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 13 -- No Title,,124731719,Magazines,, Copyright American Periodicals Series III Feb 1930," 426831581 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731719?accountid=14709, 675,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+13+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=675&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
The Social Sciences,,124731770,Magazines,, Copyright American Periodicals Series III Feb 1930," 426832301 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124731770?accountid=14709, VI,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=The+Social+Sciences&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=VI&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BON VOYAGE,"WHAT is the secret of the wide popularity of the travel books of Richard Halliburton? They are entertaining and breezily written; so are many other travel books that enjoy nothing more than a succes d'estime. Today the positively dull travel book is the exception. Halliburton has a flair for publicity, a quick eye for the advertising chance; but then other writing travellers are not always exactly shrinking violets.",124732072,Magazines," ARTHUR BARTLETT MAURICE
ARTHUR BARTLETT MAURICE", Copyright American Periodicals Series III Feb 1930," 426831301 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124732072?accountid=14709, xvii,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BON+VOYAGE%3A+HERE+AND+THERE%2C+MAINLY+IN+THE+AMERICAS&amp;rft.au=ARTHUR+BARTLETT+MAURICE&amp;rft.aulast=ARTHUR+BARTLETT+MAURICE&amp;rft.aufirst=&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=xvii&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 8 -- No Title,"JOHN KNOX was one of the first Puritans, and also one of the most excessive. He left his followers a model, and his enemies an effigy. His life casts a light, however grim, on Scotland's history, on England under Cromwell and Queen Victoria, on New England and the States schooled by New Englanders.",124732095,Magazines," Kemmerer, John
John
John Kemmerer
Kemmerer
JOHN KEMMERER", Copyright American Periodicals Series III Feb 1930," 426831481 , 5793682 , 41364", review, Feb 1930,6, English, English, New York,Feb 1930,The Bookman; a Review of Books and Life (1895-1933),1930,70,http://search.proquest.com/docview/124732095?accountid=14709, 678,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+8+--+No+Title&amp;rft.au=Kemmerer%2C+John&amp;rft.aulast=Kemmerer&amp;rft.aufirst=John&amp;rft.date=1930-02-01&amp;rft.volume=70&amp;rft.issue=6&amp;rft.spage=678&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
